ACCESS-ESM1-5,CESM2,GFDL-ESM4,GISS,NorESM2-LM,MPI-ESM1-2-LR,CNRM-ESM2-1,UKESM,UVic-ESCM-2-10,HadCM3LC-Bris
-0.1116950735449791,0.13255298991528575,0.13332760334014893,0.10139567057291665,0.06620117871556729,-0.04013889655470848,-0.04889661727644212,-0.08571333333331532,-0.030284129083156586,-0.12174664936479243
-0.025910159572958946,0.09814814121564863,0.13930904865264893,0.21513468424479165,0.07070987286442075,0.00997096672654152,-0.009136481850860911,-0.008213333333328965,0.0017478838562965393,-0.04805266896680163
-0.024140140041708946,0.17654621083251554,-0.08530031889677048,-0.13999837239583335,0.17258533713231217,0.07356959581375122,0.15469819461442424,-0.048913333333344244,0.027083195745944977,0.09773503541250025
0.1077568307518959,0.07499750644997816,0.11870969086885452,-0.27439778645833335,0.028838798571706112,0.04772121086716652,0.11803817204982037,-0.061613333333339515,0.0565669909119606,0.0010161589243745384
0.1704399436712265,0.08721072482542835,0.027980931103229523,0.0011759440104166519,0.0735553760785531,-0.08902806043624878,0.06013657908250847,0.18008666666664075,0.08252314478158951,0.07369080573495754
0.1844475120306015,0.147748402747101,-0.03442751616239548,0.27507120768229165,0.050446880627526544,0.12642604112625122,0.09821546061506436,0.2537866666666715,0.11039427667856216,0.014287064954447176
0.060881830751895905,0.08743362856047865,0.05489743500947952,0.06343180338541665,-0.004140949711717648,0.18105250597000122,0.14754219735870178,0.13448666666666176,0.13509348034858704,0.07285407198704039
0.2641899287700653,0.171674183997101,0.05462277680635452,0.06453043619791665,-0.031714397534080244,0.02690822258591652,0.1470980084034309,0.1538866666666805,0.16344812512397766,0.029852241054259737
0.2413627952337265,0.21661035627342384,0.17168819904327393,0.24421793619791665,-0.09698549792307788,0.11318141222000122,0.30490524940462504,0.2093866666666755,0.18874719738960266,0.05950122462521054
0.2237236350774765,0.11959940673360192,0.23583614826202393,0.41572672526041665,0.04117667115883093,0.14910060167312622,0.1991789604978308,0.21518666666664066,0.2128761112689972,0.18238495471702496
0.1172477975487709,0.28710512564414925,0.03976071625947952,0.07206827799479165,0.03502987549779234,0.08141261339187622,0.2451211650413384,0.2726866666666452,0.23801591992378235,0.2477639791947178
0.2789909541606903,0.22936678753952178,-0.04401003569364548,0.011765543619791652,-0.07535628368049786,0.3416970372200012,0.31499718422084155,0.561286666666676,0.26363733410835266,0.2898513515967972
0.3179619014263153,0.3056483586011214,0.11654294282197952,0.20951944986979165,0.1898627418757367,0.4250100255012512,0.22764266745180206,0.3883866666666491,0.28875330090522766,0.2896392780271123
0.1163017526268959,0.2201336733753183,0.2974511384963989,0.34892374674479165,0.21516114258900487,0.3625405430793762,0.2907268051588531,0.4046866666666502,0.3208005726337433,0.32110449577250455
0.3676445186138153,0.13551620494634475,0.16375362873077393,0.10466105143229165,-0.07083652372927575,0.3359597325325012,0.33907563399641416,0.4601866666666452,0.34678342938423157,0.32014045885775266
0.3279411494731903,0.3366596526133381,0.2855798006057739,0.05824381510416665,-0.054282711139086795,0.3506386876106262,0.45889798321657194,0.3777866666666383,0.37447431683540344,0.27677722830368856
0.2898857295513153,0.4093356345268435,0.2703820466995239,0.34370524088541665,0.09438391896645114,0.3813698887825012,0.5580068025139567,0.3284866666666786,0.39687231183052063,0.23281915354034996
0.3554374873638153,0.3696831837563255,0.20812618732452393,0.5204325358072917,0.0720944771209072,0.3476174473762512,0.6530336971659508,0.45968666666665703,0.41858652234077454,0.26214593593205626
0.4067375361919403,0.3249587115013983,0.15987789630889893,0.34996134440104165,0.16919540249477294,0.5277627110481262,0.6166838093505603,0.5882866666666628,0.43888166546821594,0.4291961672968393
0.3426201045513153,0.20896223314629792,0.18670284748077393,0.34593302408854165,0.33898164092726646,0.5705178380012512,0.8057859144947898,0.5806866666666379,0.4582507908344269,0.33487868989989755
0.4042656123638153,0.3645106632886441,0.3047448396682739,0.37776285807291665,0.25453983949705006,0.5265725255012512,0.64939120619688,0.5084866666666286,0.47414472699165344,0.2641633088340024
0.5164482593536377,0.5565296895354268,0.2954369783401489,0.5648966471354167,0.15000917983109574,0.2770302891731262,0.6881114705062273,0.7208866666666309,0.4916675388813019,0.2873938920104303
0.4512016475200653,0.685994202190574,0.3330346345901489,0.49965006510416665,0.1380223217255373,0.3871377110481262,0.6040060302770612,0.45918666666666885,0.5075309872627258,0.3475438016596565
0.5162041187286377,0.847889954143699,0.2660180330276489,0.18971354166666665,0.2031433644341344,0.4140236973762512,0.7558241736096093,0.5015866666666553,0.5237892270088196,0.5005923070454111
0.5862419605255127,0.6637279919220478,0.3704186677932739,0.35176188151041665,0.32629358525127217,0.3172524571418762,0.5298944807630747,0.5654866666666449,0.5435407757759094,0.3867594661652044
0.4725944697856903,0.6336518735572159,0.4539147615432739,0.43641764322916665,0.30651506687564123,0.6527321934700012,0.652533693590739,0.5511866666666534,0.5617302060127258,0.2784893515960386
0.5900871753692627,0.7557082232201142,0.3548852205276489,0.5367594401041667,0.23062788740406248,0.7534096837043762,0.6737954761228039,0.7056866666666379,0.5831058621406555,0.3584626423713809
0.5807487964630127,0.6879047698008267,0.2729760408401489,0.6472941080729167,0.09187245983957225,0.6626809239387512,0.8319109844244522,0.7766866666666643,0.60467129945755,0.4424081428751544
0.6192009449005127,0.7185317931581099,0.4284325838088989,0.37373453776041665,0.08192884332680093,0.3811867833137512,0.6789315352593362,0.6959866666666286,0.6235988736152649,0.39954490918923347
0.5278618335723877,0.6674478756709337,0.4993554353713989,0.34843546549479165,0.29040806232989624,0.4001076817512512,0.733459009270986,0.7986866666666557,0.642839252948761,0.40060111483559757
0.6575615406036377,0.672791796234907,0.5201073884963989,0.48967081705729165,0.3415862378840241,0.4556191563606262,0.6344484333178698,0.7479866666666495,0.6584909558296204,0.4210551399953767
0.6152641773223877,0.8094051978830126,0.5636559724807739,0.6739664713541667,0.36268338262339583,0.4840005040168762,0.6084219618384296,0.830586666666663,0.6750257611274719,0.5829532859660441
0.3861381709575653,0.7173413567818048,0.5470544099807739,0.39122111002604165,0.4004368682267848,0.5134194493293762,0.6355458937756694,0.7090866666666371,0.6930292248725891,0.5607464131640137
0.5857536792755127,0.7291860231452065,0.6225854158401489,0.36515909830729165,0.5428585018243491,0.5580056309700012,0.7846807065221938,0.8928866666666564,0.7117365002632141,0.4575616496114373
0.7876274585723877,0.6404284480971287,0.5768700838088989,0.5958719889322917,0.2868837066281965,0.8198159337043762,0.7306180799804011,1.025186666666643,0.7318523526191711,0.6826941393117233
0.6857903003692627,0.770876880914972,0.5994225740432739,0.9152079264322917,0.12059623576254196,0.7206032872200012,1.0310292431758072,0.978986666666644,0.7521446347236633,0.6913010809974077
0.7411186695098877,0.9246981833550367,0.5396386384963989,0.6896525065104167,0.2064093756314317,0.4804909825325012,1.0134382528695043,0.9803866666666337,0.7715166211128235,0.6446398868137232
0.7355644702911377,0.9046661942442884,0.6834069490432739,0.6304178873697917,0.39028868359167135,0.5833352208137512,0.9839636232174612,1.1260866666666671,0.7899606823921204,0.6289281675511399
0.7555840015411377,1.0071591041330126,0.8393212556838989,0.8228617350260417,0.48419369321214234,0.8231423497200012,0.7661076684778564,1.1819866666666754,0.8090522885322571,0.6806244460512
0.8050835132598877,1.066153177870166,0.7604333162307739,0.9196024576822917,0.4575035454171764,0.6973183751106262,0.7730288449270247,1.1516866666666643,0.8272684216499329,0.6475762018257735
0.7853386402130127,0.8872883147227131,0.6110192537307739,0.6254130045572917,0.5274778804380783,0.6964028477668762,1.0344166998971347,0.8689866666666304,0.8475597500801086,0.6974809135641801
0.8290703296661377,0.9022222797002146,0.6462975740432739,0.5932169596354167,0.47236291353947835,0.6625588536262512,0.8306277198947342,1.1066866666666484,0.865861713886261,0.7088619830552881
0.9292290210723877,1.143438233788419,0.5607262849807739,0.8178263346354167,0.4681090325020075,0.9564126133918762,1.046004852537989,1.1832866666666333,0.8868768811225891,0.7393715668466309
0.9706718921661377,0.9976547597676304,0.7897607088088989,0.9342508951822917,0.6580304466200967,0.8188698887825012,0.9943006814360288,1.1154866666666563,0.9068220257759094,0.7565322985112909
0.7648308277130127,1.000727754470137,0.8479272127151489,0.8694315592447917,0.6071156070165041,0.5607827305793762,0.8878261109498012,1.362786666666652,0.9290111660957336,0.7009085024394773
0.7548515796661377,1.0486541477439064,0.6847497224807739,0.8229532877604167,0.5272586817912891,0.9110634922981262,1.0763091377965126,1.2822866666666797,0.9486396908760071,0.6976534759927114
0.8345940113067627,1.146657211207088,0.6591454744338989,0.7587748209635417,0.4422960962442569,0.9045632481575012,0.8429163423583773,1.2649866666666454,0.9694488644599915,0.5916398962293267
